bbl,isndobbisviol,boro,bin,block,lot,issuedate,violationtypecode,violationnumber,housenumber,street,dispositiondate,dispositioncomments,devicenumber,description,ecbnumber,number,violationcategory,violationtype
2031600024,1135333,2,2013743,03160,00024,2006-01-06,LL6291,06669,2065,GRAND CONCOURSE,,,00009299,,,V010606LL629106669,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
2031600024,1127128,2,2013743,03160,00024,2006-08-16,E,9444/170178,2065,GRAND CONCOURSE,2007-12-03,PPN203 AOC SUBMITTED ON 11/29/07 BY CHARLESTAN ELEV. CERT. #500-001,0002P239,,,V*081606E9444/170178,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2031620034,1135342,2,2013760,03162,00034,2006-01-06,LL6291,06678,2185,GRAND CONCOURSE,,,00010004,,,V010606LL629106678,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
2032080019,1138053,2,2014513,03208,00019,2006-01-06,LL6291,09415,2237,GRAND AVENUE,2006-10-18,DISMISSED PER FISCAL REQUEST,00926713,,,V*010606LL629109415,V*-DOB VIOLATION - DISMISSED,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
2032250098,1138101,2,2014942,03225,00098,2006-01-06,LL6291,09463,2310,LORING PLACE,,,00927666,,,V010606LL629109463,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
2032250101,1138102,2,2014943,03225,00101,2006-01-06,LL6291,09464,2316,LORING PLACE,,,00927669,,,V010606LL629109464,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
2032500005,1167053,2,2015396,03250,00005,2006-11-15,E,9444/181746,2830,SEDGWICK AVENUE,2013-07-31,PVT: SATISFIED BY SUBMISSION OF AOC FOR CAT 1 INSP,0002P911,,,V*111506E9444/181746,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2032660090,1135725,2,2016127,03266,00090,2006-01-06,LL6291,07063,3044,ALBANY CRESCENT,2009-06-01,RRECIA DISMISSED REDUCED PENALTY PAID $50      INV#60762807  CK#7477,00030802,,,V*010606LL629107063,V*-DOB VIOLATION - DISMISSED,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
2033040010,1135360,2,2017132,03304,00010,2006-01-06,LL6291,06695,2664,GRAND CONCOURSE,,,00011260,,,V010606LL629106695,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
2033040035,1135361,2,2017135,03304,00035,2006-01-06,LL6291,06696,2720,GRAND CONCOURSE,2007-05-17,CIALDE DISMISS-FULL PENALTY $500-INV.#60615996 CK#.4709595,00011263,,,V*010606LL629106696,V*-DOB VIOLATION - DISMISSED,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
2033040035,964879,2,2017135,03304,00035,2006-02-08,E,9444/155104,2720,GRAND CONCOURSE,2006-06-29,"PPN203 2YR TEST FILED ON 060706 BY CHARLE      STAN,CERT#500-001",002P1142,,,V*020806E9444/155104,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2033040035,55843,2,2017135,03304,00035,2006-11-15,E,9444/181598,2720,GR CONCOURSE,2007-06-11,PPN203 AOC SUBMITTED ON 06/08/2007 BY CHARLESTAN TECH. CERT#500-001,002P1141,,,V*111506E9444/181598,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2033040035,56070,2,2017135,03304,00035,2006-11-15,E,9444/181599,2720,GR CONCOURSE,2007-06-11,PPN203 AOC SUBMITTED ON 06/08/2007 BY CHARLESTAN TECH. CERT#500-001,002P1142,,,V*111506E9444/181599,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2033040055,1102794,2,2017136,03304,00055,2006-03-29,E,9444/158861,2701,VALENTINE AVENUE,2006-05-01,DELETED BY MTH ON 06/08/2006 BECAUSE PVT BEING RE-INSTATED,002P1143,,,V*032906E9444/158861,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2033040055,1108003,2,2017136,03304,00055,2006-03-29,E,94442158861,2701,VALENTINE AVENUE,2007-02-26,PPN203 AOC SUBMITTED ON 02/23/2007 BY ARISTA ELEVATOR CO. INC. CERT#392001,002P1143,,,V*032906E94442158861,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2033040055,56313,2,2017136,03304,00055,2006-11-14,E,9444/181589,2701,VALENTINE AVENUE,2007-03-13,CIALCA LAST TWO YEAR TEST PERFORMED ON 8/9/2005,002P1143,,,V*111406E9444/181589,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2033140057,576457,2,2017428,03314,00057,2006-12-22,C,0701SH,2685,GRAND CONCOURSE,2017-07-12,VIOLATION CAN BE DISMISSED DEFECTS HAVE BEEN REPAIRED,,,,V*122206C0701SH,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION                                                    OTHER   OPTIONAL
2033140057,1102812,2,2017428,03314,00057,2006-03-27,E,9444/157198,2685,GRAND CONCOURSE,2006-11-20,PPN203 5YR TEST PERFORMED ON 10/11/2006 BY     CHARLESTAN #500-001,0002P246,,,V*032706E9444/157198,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2033140057,685361,2,2017428,03314,00057,2006-11-21,E,9444/181870,2685,GR CONCOURSE,2006-12-26,PPN203 5YR TEST PERFORMED ON 10/11/2006 BY     CHARLESSTAN #500-001,0002P246,,,V*112106E9444/181870,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2033150089,690216,2,2017465,03315,00089,2006-11-21,E,9444/182327,2805,GR CONCOURSE,2013-07-31,PVT: RESOLVED BY SATISFACTORY CAT 1 INSPECTION,002P1695,,,V*112106E9444/182327,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2033200060,1135365,2,2017622,03320,00060,2006-01-06,LL6291,06700,2922,GRAND CONCOURSE,,,00011379,,,V010606LL629106700,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
2033200060,694050,2,2017622,03320,00060,2006-11-20,E,9444/182405,2922,GRAND CONCOURSE,2006-12-26,PPN203 5YR TEST PERFORMED ON 10/11/2006 BY     CHARLESTAN #500-001,0002P533,,,V*112006E9444/182405,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2033260129,1135410,2,2017756,03326,00129,2006-01-06,LL6291,06744,14,EAST 208TH ST,2012-05-21,RRECIA DISMISSED-FULL PENALTY PAID $500        INV# 61120012  CK# 0711002603,00012124,,,V*010606LL629106744,V*-DOB VIOLATION - DISMISSED,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
2033280090,1102853,2,2017807,03328,00090,2006-03-30,E,9444/158120,3556,ROCHAMBEAU AVENUE,2006-09-20,PPN203 5YR TEST PERFORMED 9/15/06 BY GOLDEN ELEV. CO CERT#226-001,0002P612,,,V*033006E9444/158120,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2033280090,1102854,2,2017807,03328,00090,2006-03-30,E,9444/158121,3556,ROCHAMBEAU AVENUE,2008-02-27,DELETED BY JVL ON 02/27/2008 BECAUSE WRONG PVT DISMISSED,0002P613,,,V*033006E9444/158121,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2033560146,1167462,2,2018647,03356,00146,2006-11-27,E,9444/182788,3525,DECATUR AVENUE,2007-04-02,PPN203 AOC SUBMITTED ON 03/26/2008 BY INDEPENDENT ELEVATOR. CERT#505001,002P1410,,,V*112706E9444/182788,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2037670082,1101822,2,2024878,03767,00082,2006-03-30,E,94442157538,1215,WHITE PLAINS ROAD,2008-02-08,PPN203 AOC SUBMITTED 2/7/08 BY CHARLESTAN TECH CERT # 500-001,0002P785,,,V*033006E94442157538,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2037670082,1101823,2,2024878,03767,00082,2006-04-03,E,94442157541,1215,WHITE PLAINS ROAD,2006-05-09,"PPN203 AOC SUBMITTED ON 050806 BY CHARLE       STAN TECH,CERT#500-001",0002P786,,,V*040306E94442157541,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2037670082,1101825,2,2024878,03767,00082,2006-04-03,E,94442157542,1215,WHITE PLAINS ROAD,2006-05-09,"PPN203 AOC SUBMITTED ON 050806 BY CHARLIE      STAN TECH,CERT#500-001",0002P787,,,V*040306E94442157542,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2037670082,1101826,2,2024878,03767,00082,2006-04-03,E,94442157543,1215,WHITE PLAINS ROAD,2008-02-08,PPN203 AOC SUBMITTED 2/7/08 BY CHARLESTAN TECH CERT # 500-001,0002P788,,,V*040306E94442157543,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2037670082,391678,2,2024878,03767,00082,2006-11-21,E,9444/182528,1215,WHITE PLAINS ROAD,2008-02-08,PPN203 AOC SUBMITTED 2/7/08 BY CHARLESTAN TECH CERT # 500-001,0002P785,,,V*112106E9444/182528,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2037670082,391939,2,2024878,03767,00082,2006-11-21,E,9444/182529,1215,WHITE PLAINS ROAD,2008-02-08,PPN203 AOC SUBMITTED 2/7/08 BY CHARLESTAN TECH CERT # 500-001,0002P786,,,V*112106E9444/182529,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2037670082,392375,2,2024878,03767,00082,2006-11-21,E,9444/182530,1215,WHITE PLAINS ROAD,2008-02-08,PPN203 AOC SUBMITTED 2/07/08 BY CHARLESTAN TECHCERT # 500-001,0002P787,,,V*112106E9444/182530,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2037670082,392809,2,2024878,03767,00082,2006-11-21,E,9444/182531,1215,WHITE PLAINS ROAD,2013-08-01,PVT: SATISFIED BY ISSUANCE OF FINAL CERT FOR EA/EBN,0002P788,,,V*112106E9444/182531,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2039060001,850951,2,2028349,03906,00001,2006-12-07,C,067SC,1110,WYATT STREET,,,,,,VW120706C067SC,VW-VIOLATION WORK WITHOUT PERMIT - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL
2039060010,1096518,2,2028350,03906,00010,2006-02-08,E,9444/154983,1120,WYATT STREET,2013-07-31,PVT: RESOLVED BY SATISFACTORY CAT 1 INSPECTION,002P1444,,,V*020806E9444/154983,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2039470001,1561948,2,2041215,03947,00001,2006-01-06,LL6291,06788,2141,STARLING AVENUE,2011-03-17,IRICIA DISMISSED FULL PENALTY PAID $500        INV# 60973050   CK# 002118,00013503,,,V*010606LL629106788,V*-DOB VIOLATION - DISMISSED,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
2039470001,1115199,2,2041215,03947,00001,2006-06-24,C,092JG,2131,STARLING AVENUE,,,,,,V062406C092JG,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL
2039470001,1102959,2,2041215,03947,00001,2006-03-31,E,94442157000,2131,STARLING AVENUE,2006-05-09,"PPN203 AOC SUBMITTED ON 050806 BY CHARLE       STAN TECH,CERT#500-001",0002P904,,,V*033106E94442157000,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2039470001,1102960,2,2041215,03947,00001,2006-03-31,E,94442157826,2131,STARLING AVENUE,2006-05-09,"PPN203 AOC SUBMITTED ON 050806 BY CHARLE       STAN TECH,CERT#500-001",0002P905,,,V*033106E94442157826,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2039470001,1102961,2,2041215,03947,00001,2006-03-31,E,94442157827,2131,STARLING AVENUE,2006-05-09,"PPN203 AOC SUBMITTED ON 050806 BY CHARLE       STAN TECH,CERT#500-001",0002P931,,,V*033106E94442157827,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2039470001,1102962,2,2041215,03947,00001,2006-03-31,E,94442159228,2131,STARLING AVENUE,2011-08-08,"PPN203 AOC SUB ON 05/31/2011 BY GOTHAM ELEV.   INSP., TOMAS LEDDEN, CERT #487-00",0002P932,,,V*033106E94442159228,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2039470001,1168148,2,2041215,03947,00001,2006-12-11,E,9444/184049,2131,STARLING AVENUE,2011-08-08,"PPN203 AOC SUB ON 05/31/2011 BY GOTHAM ELEV.   INSP., TOMAS LEDDEN, CERT #487-00",0002P905,,,V*121106E9444/184049,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2039470001,1588830,2,2041215,03947,00001,2006-12-11,E,9444/185326,2131,STARLING AVENUE,2011-08-08,"PPN203 AOC SUB ON 05/31/2011 BY GOTHAM ELEV.   INSP., TOMAS LEDDEN, CERT #487-00",0002P932,,,V*121106E9444/185326,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2039470001,1601948,2,2041215,03947,00001,2006-12-11,E,9444/184048,2131,STARLING AVENUE,2011-10-13,PPN203 AOC SUBMITTED 9/16/11 BY JFS & ASSOC INCCERT # 370-001 INSP JOSEPH SCHNEI,0002P904,,,V*121106E9444/184048,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2039470001,1601950,2,2041215,03947,00001,2006-12-11,E,9444/184050,2131,STARLING AVENUE,2011-10-13,PPN203 AOC SUBMITTED 9/16/11 BY JFS & ASSOC INCCERT # 370-001 INSP JOSEPH SCHNEI,0002P931,,,V*121106E9444/184050,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2039470040,1135454,2,2041222,03947,00040,2006-01-06,LL6291,06789,2145,STARLING AVENUE,2011-03-17,IRICIA DISMISSED FULL PENALTY PAID $500        INV# 60973046   CK# 002119,00013504,,,V*010606LL629106789,V*-DOB VIOLATION - DISMISSED,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
2042880045,1135831,2,2048797,04288,00045,2006-01-06,LL6291,07174,2125,HOLLAND AVENUE,,,00036726,,,V010606LL629107174,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
2042880045,1168337,2,2048797,04288,00045,2006-12-04,E,9444/183354,2125,HOLLAND AVENUE,2007-12-26,PPN203 AOC SUBMITTED ON 12/19/2007 BY GOTHAM ELEVATOR. CERT#0487-001,002P1970,,,V*120406E9444/183354,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2043170040,1135395,2,2049375,04317,00040,2006-01-06,LL6291,06730,2185,BOLTON STREET,,,00011978,,,V010606LL629106730,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
2043170040,1789196,2,2049375,04317,00040,2006-11-30,E,9444/182650,2185,BOLTON STREET,2013-07-31,PVT: RESOLVED BY SATISFACTORY CAT 1 INSPECTION,002P1656,,,V*113006E9444/182650,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2043480005,1135398,2,2050059,04348,00005,2006-01-06,LL6291,06733,2314,HOLLAND AVE,2007-01-17,CIALDE DISMISS-F.P. $500-INV.60593409 CK#.     68957329,00011991,,,V*010606LL629106733,V*-DOB VIOLATION - DISMISSED,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
2043480005,1102749,2,2050059,04348,00005,2006-04-05,E,9444/159182,2310,HOLLAND AVENUE,2006-06-29,"PPN203 2YR TEST FILED ON 0605' BY CHARLE       STAN,CERT#500-001",002P2712,,,V*040506E9444/159182,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2043480005,1102750,2,2050059,04348,00005,2006-04-05,E,9444/159183,2310,HOLLAND AVENUE,2006-06-29,"PPN203 2YR TEST FILED ON 060506 BY CHARLE      STAN,CERT#500-001",002P2713,,,V*040506E9444/159183,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2043480005,1167368,2,2050059,04348,00005,2006-11-29,E,9444/182236,2310,HOLLAND AVENUE,2007-01-22,PPN203 AOC SUBMITTED ON 1/22/07 BY CHARLESTAN  ELEV. CERT. #500-001,002P2712,,,V*112906E9444/182236,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2043480005,1167369,2,2050059,04348,00005,2006-11-29,E,9444/182240,2310,HOLLAND AVENUE,2007-01-22,PPN203 AOC SUBMITTED ON 1/22/07 BY CHARLESTAN  ELEV. CERT. #500-001,002P2713,,,V*112906E9444/182240,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2044270017,1135485,2,2051276,04427,00017,2006-01-06,LL6291,06820,2526,BRONX PARK EAST,2006-12-27,AMOCIA DISMISSED REDUCED PENALTY PAID $50      TRANS#06B1285F MO#6004,00014216,,,V*010606LL629106820,V*-DOB VIOLATION - DISMISSED,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
2044270017,1097115,2,2051276,04427,00017,2006-02-13,E,9444/155149,2526,BRONX PARK EAST,2006-08-25,PPN203 2YR TEST PERFORMED 8/16/06 BY LIFT-TECH ELEV. CO CERT# 419-001,0002P640,,,V*021306E9444/155149,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2057540090,1135522,2,2083557,05754,00090,2006-01-06,LL6291,06858,225,WEST  232 STREET,,,00015557,,,V010606LL629106858,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
2057540090,1104127,2,2083557,05754,00090,2006-04-11,E,94442159092,225,WEST  232 STREET,2007-08-02,PPN203 AOC SUBMITTED ON 07/30/2007 BY CHARLESTAN TECHNOLOGIES. CERT#500-001,002P1258,,,V*041106E94442159092,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2057540090,1104128,2,2083557,05754,00090,2006-04-11,E,94442159094,225,WEST  232 STREET,2008-03-27,PPN203 AOC SUBMITTED ON 03/27/2008 BY CHARLESTAN TECHNOLOGIES CERT#500001,002P1259,,,V*041106E94442159094,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2057540090,1168528,2,2083557,05754,00090,2006-12-04,E,9444/184234,225,WEST  232 STREET,2007-08-02,PPN203 2YR TEST PERFORMED ON 7/19/07 BY        CHARLESTAN TECH. ELEV CERT#500-00,002P1258,,,V*120406E9444/184234,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2057540090,1168529,2,2083557,05754,00090,2006-12-04,E,9444/184235,225,WEST  232 STREET,2008-04-29,PPN203 AOC SUBMITTED 4/24/08 BY CHARLESTAN INC.CERT # 500-001,002P1259,,,V*120406E9444/184235,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
3011010044,1139095,3,3026547,01101,00044,2006-01-06,LL6291,10473,185,PROSPECT PARK WEST,2017-09-26,MLSCIA DISMISSED FULL PENALTY PD $500          INV#61889087    CK#1019321526,00035488,,,V*010606LL629110473,V*-DOB VIOLATION - DISMISSED,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
3014850047,1142971,3,3039777,01485,00047,2006-01-06,LL6291,14387,937,JEFFERSON AVENUE,,,00078215,,,V010606LL629114387,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
3015190016,1148379,3,3041227,01519,00016,2006-01-06,LL6291,19826,276,MARION STREET,,,00939466,,,V010606LL629119826,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
3017000062,1097374,3,3047981,01700,00062,2006-02-17,E,9011/154300,575,HERKIMER STREET,2006-10-11,PPN203 AOC SUBMITTED ON 10/4/06 BY PRECISION   ELEV. CERT. #429-002,003P6276,,,V*021706E9011/154300,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
3018670021,1139319,3,3053953,01867,00021,2006-01-06,LL6291,10694,132,HERKIMER STREET,,,00039298,,,V010606LL629110694,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
3021370008,1148642,3,3059585,02137,00008,2006-01-06,LL6291,20091,100,SOUTH    8 STREET,2009-07-10,RRECIA DISMISSED REDUCED PENALTY PAID $50      INV#60811080  CK#7479,00942701,,,V*010606LL629120091,V*-DOB VIOLATION - DISMISSED,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
3024330015,1125446,3,3063299,02433,00015,2006-08-18,C,01MB03,224,SOUTH    3 STREET,,,,"WORK WITHOUT PERMIT:ILLEGAL WORK NOTED:AT CELLAR FULL HEIGHT PARTITION          WALL CREATING CLASS A APT,WITH 3PCS BATH/2 B/ROOMS/CLOSETS/KIT/SINK/            CABINETS.ELECTRICAL WIRING,OUTLETS & LIGHTING NEW ELECTRICAL PANEL INS          REMEDY:OBTAIN APPROVALS.FOR WORK DONE OR RESTORE TO PRIOR LEGAL                 CONDITIONS",34531784L,VPW081806C01MB03,VPW-VIOLATION UNSERVED ECB-WORK WITHOUT PERMIT-ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL
3043030012,1140338,3,3096699,04303,00012,2006-01-06,LL6291,11722,696,MILLER AVENUE,,,00060573,,,V010606LL629111722,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
3050860027,1169297,3,3116708,05086,00027,2006-12-04,E,9011/182956,38,LINDEN BOULEVARD,2013-07-31,PVT: RESOLVED BY SATISFACTORY CAT 1 INSPECTION,003P2834,,,V*120406E9011/182956,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
3050900023,1094937,3,3116896,05090,00023,2006-01-06,E,9011/153182,130,MARTENSE STREET,2007-07-24,PPN203 2YR TEST PERFORMED 6/28/07 BY DYNAMIC   ELEV CO CERT#401-001,003P3181,,,V*010606E9011/153182,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
3012210018,1165942,3,3324476,01221,00018,2006-11-03,E,9011/180147,777,ST MARKS AVENUE,2013-07-31,PVT: RESOLVED BY SATISFACTORY CAT 1 INSPECTION,003P3395,,,V*110306E9011/180147,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
3012210053,1165946,3,3341622,01221,00053,2006-11-03,E,9011/180148,805,ST MARKS AVENUE,2007-02-22,PPN203 AOC SUBMITTED ON 2/13/07 BY DYNAMIC ELEVCERT. #401-003,0003P953,,,V*110306E9011/180148,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
3012210053,1165948,3,3341622,01221,00053,2006-11-03,E,9011/180149,805,ST MARKS AVENUE,2007-02-22,PPN203 AOC SUBMITTED ON 2/13/07 BY DYNAMIC ELEVCERT. #401-003,0003P954,,,V*110306E9011/180149,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
3012210053,1165951,3,3341622,01221,00053,2006-11-03,E,9011/180150,805,ST MARKS AVENUE,2007-02-22,PPN203 AOC SUBMITTED ON 2/13/07 BY DYNAMIC ELEVCERT. #401-003,0003P955,,,V*110306E9011/180150,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
3012210053,1156900,3,3341622,01221,00053,2006-11-03,E,9011/180326,805,ST MARKS AVENUE,2007-02-22,PPN203 AOC SUBMITTED ON 2/13/07 BY DYNAMIC ELEVCERT. #401-003,0003P956,,,V*110306E9011/180326,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
4012680001,1163727,4,4029194,01268,00001,2006-10-11,E,9444/175942,81-06,34 AVENUE,2007-02-05,PPN203 AOC SUBMITTED ON 1/30/07 BY ARISTA ELEV.CERT. #392-001,004P2158,,,V*101106E9444/175942,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
4012810065,1120070,4,4029695,01281,00065,2006-07-13,E,9444/166067,35-21,81 STREET,2007-02-05,PPN203 AOC SUBMITTED ON 1/29/07 BY ARISTA ELEV.CERT. #392-001,0004P314,,,V*071306E9444/166067,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
4012810065,1119636,4,4029695,01281,00065,2006-07-13,E,9444/166068,35-21,81 STREET,2007-04-02,PPN203 AOC SUBMITTED ON 03/28/2007 BY ARISTA   ELEVATOR. CERT#392001,0004P315,,,V*071306E9444/166068,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
4012910064,1094985,4,4030008,01291,00064,2006-01-05,E,94444150928,37-21,80 STREET,2007-02-05,PPN203 AOC SUBMITTED ON 1/29/07 BY ARISTA ELEV.CERT. #392-001,0004P308,,,V*010506E94444150928,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
4012910064,1094986,4,4030008,01291,00064,2006-01-05,E,94444150929,37-21,80 STREET,2007-02-05,PPN203 AOC SUBMITTED ON 1/29/07 BY ARISTA ELEV.CERT. #392-001,0004P307,,,V*010506E94444150929,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
4012910064,1162776,4,4030008,01291,00064,2006-10-16,E,9444/176967,37-21,80 STREET,2007-02-05,PPN203 AOC SUBMITTED ON 1/29/07 BY ARISTA ELEV.CERT. #392-001,0004P308,,,V*101606E9444/176967,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
4012910064,1162778,4,4030008,01291,00064,2006-10-16,E,9444/176968,37-21,80 STREET,2007-02-05,PPN203 AOC SUBMITTED ON 1/29/07 BY ARISTA ELEV.CERT. #392-001,0004P307,,,V*101606E9444/176968,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
4014590040,1122053,4,4035838,01459,00040,2006-07-18,E,9444/166611,35-65,85 STREET,2006-10-12,PPN203 AOC SUBMITTED ON 10/6/06 BY ARISTA ELEV.CERT. #392-001,004P2955,,,V*071806E9444/166611,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
4015270001,1163663,4,4038182,01527,00001,2006-10-19,E,9444/178934,81-11,45 AVENUE,2008-10-30,PPN203 AOC SUBMITTED ON 10/30/2008 BY GOTHAM ELEVATOR CERT#487001,004P3639,,,V*101906E9444/178934,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
