complaintnumber,status,dateentered,housenumber,zipcode,housestreet,bin,communityboard,specialdistrict,complaintcategory,unit,dispositiondate,dispositioncode,inspectiondate,dobrundate
1404485,CLOSED,2015-09-01,326,10014,BLEEKER STREET,1010044,102,,30,ERT,2015-09-01,H1,2015-09-01,2024-05-29
1404831,CLOSED,2015-09-04,838,10025,WEST END AVENUE,1056493,107,,23,SCFLD,2015-09-12,I2,2015-09-12,2024-05-29
1404865,CLOSED,2015-09-04,92,10014,CHRISTOPHER STREET,1010043,102,,05,MAN.,2015-09-22,I2,2015-09-21,2024-05-29
1404866,CLOSED,2015-09-04,92,10014,CHRISTOPHER STREET,1010043,102,,37,ERT,2015-09-08,C2,2015-09-07,2024-05-29
1404892,CLOSED,2015-09-05,265,10012,LAFAYETTE STREET,1007524,102,,4A,SPOPS,2015-09-14,K1,2015-09-14,2024-05-29
1243017,CLOSED,2008-11-25,62,10004,PEARL STREET,1087449,101,,31,MAN.,2008-11-25,A9,2008-11-24,2024-05-29
2216309,CLOSED,2015-09-06,3260,10467,PERRY AVENUE,2018349,207,,45,BRONX,2016-08-07,C2,2016-08-06,2024-05-29
1404973,CLOSED,2015-09-08,326,10014,BLEEKER STREET,1010044,102,,05,MAN.,2015-10-28,I2,2015-10-27,2024-05-29
2216366,CLOSED,2015-09-08,1566,10452,MACOMBS ROAD,2008422,204,,59,ELCTR,2015-09-16,A8,2015-09-14,2024-05-29
1405016,CLOSED,2015-09-08,326,10014,BLEEKER STREET,1010044,102,,53,MAN.,2015-10-28,I2,2015-10-27,2024-05-29
1405039,CLOSED,2015-09-09,336,10025,WEST 95 STREET,1034185,107,,73,ERT,2015-09-09,A8,2015-09-01,2024-05-29
3529698,CLOSED,2015-09-11,142,11211,SOUTH 9 STREET,3059680,301,,05,BKLYN,2015-10-16,I2,2015-10-16,2024-05-29
2216557,CLOSED,2015-09-11,1120,10460,WYATT STREET,2028350,206,,45,SPOPS,2015-09-18,I2,2015-09-17,2024-05-29
1243192,CLOSED,2008-11-27,574,10030,ST NICHOLAS AVENUE,1060906,110,,04,ERT,2008-12-21,I2,2008-12-19,2024-05-29
1243194,CLOSED,2008-11-27,574,10030,ST NICHOLAS AVENUE,1060906,110,,05,MAN.,2008-12-06,I2,2008-12-04,2024-05-29
2123087,CLOSED,2008-11-27,2070,10457,GRAND CONCOURSE,2013631,205,,63,ELEVR,2009-01-02,A1,2008-12-30,2024-05-29
3575368,CLOSED,2016-09-24,130,11226,MARTENSE STREET,3116896,317,,59,ELCTR,2016-10-03,A8,2016-09-30,2024-05-29
2123175,CLOSED,2008-12-01,3620,10463,OXFORD AVENUE,2124437,208,,15,BRONX,2008-12-08,A8,2008-12-04,2024-05-29
2185194,CLOSED,2013-05-16,1246,10452,GRANDVIEW PLACE,2002849,204,,45,BRONX,2013-06-11,I2,2013-06-06,2024-05-29
2123237,CLOSED,2008-12-02,2070,10457,GRAND CONCOURSE,2013631,205,,31,BRONX,2008-12-03,A8,2008-12-02,2024-05-29
2216696,CLOSED,2015-09-15,2070,10457,GRAND CONCOURSE,2013631,205,,05,BRONX,2015-10-01,I2,2015-09-30,2024-05-29
1405624,CLOSED,2015-09-16,1865,10029,2 AVENUE,1052375,111,,73,ERT,2015-09-16,A8,2015-09-08,2024-05-29
1243546,CLOSED,2008-12-02,513,10009,EAST   13 STREET,1005262,103,,30,MAN.,2008-12-08,A8,2008-12-05,2024-05-29
1243950,CLOSED,2008-12-08,574,10030,ST NICHOLAS AVENUE,1060906,110,,85,MAN.,2008-12-19,A8,2008-12-15,2024-05-29
2233215,CLOSED,2016-09-26,1235,10452,GRAND CONCOURSE,2002849,204,,94,PLUMB,2016-09-26,I2,2016-09-26,2024-05-29
1244070,CLOSED,2008-12-09,365,10019,WEST   50 STREET,1025173,104,,74,MAN.,2008-12-19,I2,2008-12-16,2024-05-29
4631410,CLOSED,2015-09-17,222-89,11428,BRADDOCK AVENUE,4166895,413,,73,ERT,2015-09-17,A8,2015-09-04,2024-05-29
3575551,CLOSED,2016-09-26,40,11226,LINDEN BOULEVARD,3116708,314,,05,BKLYN,2017-02-01,C2,2017-01-31,2024-05-29
3575608,CLOSED,2016-09-26,777,11213,ST MARKS AVENUE,3324476,308,,05,BKLYN,2016-11-14,I1,2016-11-14,2024-05-29
2216831,CLOSED,2015-09-17,960,10451,GRAND CONCOURSE,2002815,204,,31,BRONX,2015-10-01,I2,2015-10-01,2024-05-29
2216841,CLOSED,2015-09-17,1221,10472,WHITE PLAINS ROAD,2024878,209,,45,SPOPS,2015-09-25,I2,2015-09-24,2024-05-29
1244494,CLOSED,2008-12-15,365,10019,WEST   50 STREET,1025173,104,,49,SPOPS,2008-12-15,B1,2008-12-11,2024-05-29
2216939,CLOSED,2015-09-21,940,10451,GRAND CONCOURSE,2002814,204,,63,ELEVR,2016-02-29,H1,2016-02-29,2024-05-29
2217030,CLOSED,2015-09-23,940,10451,GRAND CONCOURSE,2002814,204,,63,ELEVR,2016-02-29,H1,2016-02-29,2024-05-29
3289274,CLOSED,2008-12-09,67,11238,CLIFTON PLACE,3055601,302,,04,ERT,2008-12-17,I2,2008-12-16,2024-05-29
2217102,CLOSED,2015-09-25,940,10451,GRAND CONCOURSE,2002814,204,,63,ELEVR,2016-02-29,H1,2016-02-29,2024-05-29
2178818,CLOSED,2012-11-01,1120,10460,WYATT STREET,2028350,206,,4B,SEP,2012-11-16,I2,2012-11-13,2024-05-29
2217279,CLOSED,2015-09-30,1120,10460,WYATT STREET,2028350,206,,45,BRONX,2016-08-22,I2,2016-08-22,2024-05-29
1245286,CLOSED,2008-12-28,45,10014,GROVE STREET,1083532,102,,04,ERT,2009-01-20,I2,2009-01-19,2024-05-29
1368641,CLOSED,2014-04-02,265,10012,LAFAYETTE STREET,1007524,102,,53,MAN.,2014-06-10,A8,2014-06-09,2024-05-29
2217624,CLOSED,2015-10-08,940,10451,GRAND CONCOURSE,2002814,204,,63,ELEVR,2016-02-29,H1,2016-02-29,2024-05-29
1407506,CLOSED,2015-10-09,326,10014,BLEEKER STREET,1010044,102,,53,MAN.,2015-10-28,I2,2015-10-27,2024-05-29
2217697,CLOSED,2015-10-11,2720,10458,GRAND CONCOURSE,2017135,207,,63,ELEVR,2015-12-28,H1,2015-12-24,2024-05-29
2217703,CLOSED,2015-10-11,2720,10458,GRAND CONCOURSE,2017135,207,,63,ELEVR,2015-12-28,H1,2015-12-24,2024-05-29
2217712,CLOSED,2015-10-12,2720,10458,GRAND CONCOURSE,2017135,207,,63,ELEVR,2015-12-28,H1,2015-12-24,2024-05-29
2239733,CLOSED,2017-02-24,2185,10462,BOLTON STREET,2049375,211,,63,ELEVR,2017-03-01,A8,2017-03-01,2024-05-29
1400420,CLOSED,2015-07-13,220,10011,WEST 24 STREET,1014159,104,,63,ELEVR,2015-10-13,I2,2015-10-13,2024-05-29
4633800,CLOSED,2015-10-13,81-06,11372,34 AVENUE,4029194,403,,63,ELEVR,2015-12-17,A8,2015-12-16,2024-05-29
1443617,CLOSED,2017-02-16,512,10031,WEST 136 STREET,1059803,109,,23,SCFLD,2017-08-31,L2,2017-08-31,2024-05-29
4634064,CLOSED,2015-10-15,35-21,11372,81 STREET,4029695,403,,05,SPOPS,2016-12-20,C2,2016-11-23,2024-05-29
3533992,CLOSED,2015-10-18,415,11238,WASHINGTON AVENUE,3056061,302,,63,ELEVR,2015-12-04,I2,2015-12-01,2024-05-29
2217945,CLOSED,2015-10-18,2720,10458,GRAND CONCOURSE,2017135,207,,63,ELEVR,2015-12-28,A8,2015-12-24,2024-05-29
2240976,CLOSED,2017-03-26,1235,10452,GRAND CONCOURSE,2002849,204,,45,BRONX,2017-06-04,K1,2017-06-04,2024-05-29
1407121,CLOSED,2015-10-05,215,10028,EAST 86 STREET,1048790,108,,05,MAN.,2015-10-19,L1,2015-10-17,2024-05-29
2254438,CLOSED,2017-12-15,1235,10452,GRAND CONCOURSE,2002849,204,,4B,SEP,2017-12-27,I2,2017-12-18,2024-05-29
1433989,CLOSED,2016-09-28,225,10011,WEST 23 STREET,1014148,104,,59,ELCTR,2016-09-29,A8,2016-09-28,2024-05-29
1433994,CLOSED,2016-09-28,221,10011,WEST 23 STREET,1014148,104,,5H,OBM,2016-09-29,I3,2016-09-29,2024-05-29
1408415,CLOSED,2015-10-21,225,10011,WEST 23 STREET,1014148,104,,65,PLUMB,2015-10-28,I2,2015-10-23,2024-05-29
1444530,CLOSED,2017-02-28,301,10010,EAST 21 STREET,1020543,106,,45,SPOPS,2017-03-24,A8,2017-03-09,2024-05-29
2216900,CLOSED,2015-09-20,1235,10452,GRAND CONCOURSE,2002849,204,,58,BOILR,2015-10-27,I2,2015-10-27,2024-05-29
4635249,CLOSED,2015-10-27,119-37,11415,METROPOLITAN AVENUE,4192752,409,,05,QNS.,2015-11-09,I2,2015-11-06,2024-05-29
4635250,CLOSED,2015-10-27,119-37,11415,METROPOLITAN AVENUE,4192752,409,,05,QNS.,2015-11-09,I2,2015-11-06,2024-05-29
2242304,CLOSED,2017-04-26,2664,10458,GRAND CONCOURSE,2017132,207,,05,BRONX,2017-07-01,I2,2017-07-01,2024-05-29
2218621,CLOSED,2015-11-02,3525,10467,DECATUR AVENUE,2018647,207,,74,BRONX,2016-03-25,A8,2016-03-23,2024-05-29
2218660,CLOSED,2015-11-03,940,10451,GRAND CONCOURSE,2002814,204,,63,ELEVR,2016-02-04,I2,2016-02-02,2024-05-29
1407990,CLOSED,2015-10-16,80,10032,ST NICHOLAS PLACE,1061187,109,,74,MAN.,2015-11-10,A8,2015-11-09,2024-05-29
2219131,CLOSED,2015-11-13,3525,10467,DECATUR AVENUE,2018647,207,,45,BRONX,2016-08-07,C2,2016-08-06,2024-05-29
3537302,CLOSED,2015-11-13,805,11213,ST MARKS AVENUE,3341622,308,,23,SCFLD,2015-12-02,I2,2015-12-02,2024-05-29
1496752,CLOSED,2018-12-09,539,10032,WEST 163 STREET,1062940,112,,31,MAN.,2018-12-22,C2,2018-12-22,2024-05-29
2271965,CLOSED,2018-11-20,2185,10462,BOLTON STREET,2049375,211,,6S,ELEVR,2018-12-03,H1,2018-12-03,2024-05-29
2273325,CLOSED,2018-12-19,1505,10452,GRAND CONCOURSE,2008010,204,,59,ELCTR,2018-12-21,A8,2018-12-20,2024-05-29
1495186,CLOSED,2018-11-17,301,10010,EAST 21 STREET,1020543,106,,04,ERT,2018-11-24,I2,2018-11-24,2024-05-29
2271248,CLOSED,2018-11-05,1489,10461,WILLIAMSBRIDGE ROAD,2044129,210,,05,BRONX,2018-12-05,C2,2018-12-04,2024-05-29
1491884,CLOSED,2018-10-08,103,10034,SEAMAN AVENUE,1064964,112,,30,ERT,2018-10-09,A8,2018-10-09,2024-05-29
2272632,CLOSED,2018-12-04,2664,10458,GRAND CONCOURSE,2017132,207,,30,ERT,2019-08-02,Y2,2019-08-02,2024-05-29
1447827,CLOSED,2017-04-11,263,10012,LAFAYETTE STREET,1007524,102,,4L,BEST,2017-04-11,I2,2017-04-11,2024-05-29
2246293,CLOSED,2017-07-10,940,10451,GRAND CONCOURSE,2002814,204,,63,ELEVR,2017-07-21,I2,2017-07-20,2024-05-29
1443679,CLOSED,2017-02-17,301,10010,EAST 21 STREET,1020543,106,,09,MAN.,2017-02-27,A8,2017-02-25,2024-05-29
4730173,CLOSED,2018-04-24,37-21,11372,80 STREET,4030008,403,,4B,SEP,2018-05-11,I2,2018-04-25,2024-05-29
2272358,CLOSED,2018-11-28,2185,10462,BOLTON STREET,2049375,211,,6S,ELEVR,2018-12-03,A8,2018-12-02,2024-05-29
2272254,CLOSED,2018-11-27,1120,10460,WYATT STREET,2028350,206,,45,BRONX,2019-01-15,A8,2019-01-11,2024-05-29
1332303,CLOSED,2012-08-24,121,10002,HENRY STREET,1003557,103,,45,MAN.,2012-11-11,C2,2012-10-27,2024-05-29
2263232,CLOSED,2018-06-11,1120,10460,WYATT STREET,2028350,206,,4B,SEP,2018-06-20,A9,2018-06-12,2024-05-29
1337259,CLOSED,2012-11-11,301,10010,EAST 21 STREET,1020543,106,,63,ELEVR,2012-11-28,I2,2012-11-28,2024-05-29
1337260,CLOSED,2012-11-11,301,10010,EAST 21 STREET,1020543,106,,31,MAN.,2012-11-17,I2,2012-11-15,2024-05-29
1496137,CLOSED,2018-11-30,225,10011,WEST 23 STREET,1014148,104,,49,SPOPS,2021-07-12,I2,2021-07-06,2024-05-29
2258920,CLOSED,2018-03-16,2720,10458,GRAND CONCOURSE,2017135,207,,1Z,EXEC,2018-11-10,L2,2018-11-07,2024-05-29
2272703,CLOSED,2018-12-06,2664,10458,GRAND CONCOURSE,2017132,207,,73,BEST,2018-12-06,A1,2018-12-05,2024-05-29
2186433,CLOSED,2013-06-18,105,10468,EAST 198 STREET,2017575,207,,4B,SEP,2013-08-14,C2,2013-08-07,2024-05-29
3603880,CLOSED,2017-05-24,427,11217,DEAN STREET,3018398,306,,4B,SEP,2017-06-01,I2,2017-05-25,2024-05-29
3603881,CLOSED,2017-05-24,427,11217,DEAN STREET,3018398,306,,4B,SEP,2017-06-01,I2,2017-05-25,2024-05-29
3603882,CLOSED,2017-05-24,433,11217,DEAN STREET,3018397,306,,4B,SEP,2020-04-03,I2,2020-04-02,2024-05-29
1337323,CLOSED,2012-11-12,336,10025,WEST 95 STREET,1034185,107,,04,ERT,2012-12-03,I2,2012-12-02,2024-05-29
3602677,CLOSED,2017-05-16,130,11226,MARTENSE STREET,3116896,317,,09,BKLYN,2017-08-03,C2,2017-08-02,2024-05-29
2271271,CLOSED,2018-11-06,1560,10461,SILVER STREET,2044129,210,,31,BRONX,2019-01-28,I2,2019-01-25,2024-05-29
3670984,CLOSED,2018-10-11,805,11213,ST MARKS AVENUE,3341622,308,,4B,SEP,2020-05-28,C2,2020-05-26,2024-05-29
2258554,CLOSED,2018-03-08,3569,10467,DEKALB AVENUE,2017838,207,,73,SPOPS,2018-03-08,A8,2018-03-06,2024-05-29
2271645,CLOSED,2018-11-13,1505,10452,GRAND CONCOURSE,2008010,204,,59,ELCTR,2018-11-14,A8,2018-11-14,2024-05-29
2272105,CLOSED,2018-11-23,2185,10462,BOLTON STREET,2049375,211,,6S,ELEVR,2018-12-03,H1,2018-12-03,2024-05-29
1492294,CLOSED,2018-10-12,142,10030,WEST 139 STREET,1060050,110,,90,OBM,2018-10-29,I2,2018-10-29,2024-05-29
3675679,CLOSED,2018-11-15,1229,11237,HALSEY STREET,3078694,304,,1X,BKLYN,2019-01-10,L2,2019-01-09,2024-05-29
2272272,CLOSED,2018-11-27,2185,10462,BOLTON STREET,2049375,211,,6S,ELEVR,2018-12-03,H1,2018-12-03,2024-05-29
2272112,CLOSED,2018-11-23,2185,10462,BOLTON STREET,2049375,211,,6S,ELEVR,2018-12-03,H1,2018-12-03,2024-05-29
2272196,CLOSED,2018-11-26,2185,10462,BOLTON STREET,2049375,211,,6S,ELEVR,2018-12-03,H1,2018-12-03,2024-05-29
2179202,CLOSED,2012-11-14,2125,10462,HOLLAND AVENUE,2048797,211,,63,ELEVR,2013-01-16,I2,2013-01-04,2024-05-29
1459789,CLOSED,2017-09-07,214,10011,WEST 24 STREET,1014159,104,,94,PLUMB,2017-09-07,I2,2017-09-07,2024-05-29
1494691,CLOSED,2018-11-10,321,10010,EAST 22 STREET,1020570,106,,30,ERT,2018-11-12,I2,2018-11-11,2024-05-29
1493937,CLOSED,2018-11-01,124,10023,WEST 72 STREET,1079313,107,,05,MAN.,2018-12-04,I2,2018-11-30,2024-05-29
2242048,CLOSED,2017-04-20,2685,10468,GRAND CONCOURSE,2017428,207,,4B,SEP,2017-05-18,I2,2017-05-12,2024-05-29
1494422,CLOSED,2018-11-07,334,10025,WEST 95 STREET,1034185,107,,5H,OBM,2018-11-08,I2,2018-11-08,2024-05-29
2246296,CLOSED,2017-07-10,2526,10467,BRONX PARK EAST,2051276,211,,63,ELEVR,2017-07-11,H1,2017-07-11,2024-05-29
3640891,CLOSED,2018-03-05,182,11215,PROSPECT PARK WEST,3026545,306,,05,BKLYN,2018-05-11,A8,2018-05-11,2024-05-29
3675340,CLOSED,2018-11-13,777,11213,SAINT MARKS AVENUE,3324476,308,,23,SCFLD,2018-11-19,I2,2018-11-19,2024-05-29
2259818,CLOSED,2018-04-06,1101,10460,EAST 177 STREET,2028349,206,,4B,SEP,2018-04-11,A9,2018-04-09,2024-05-29
2259819,CLOSED,2018-04-06,1115,10460,EAST 177 STREET,2028350,206,,4B,SEP,2018-04-11,I2,2018-04-09,2024-05-29
1492630,CLOSED,2018-10-17,301,10010,EAST 21 STREET,1020543,106,,31,MAN.,2018-12-11,A8,2018-11-09,2024-05-29
2258716,CLOSED,2018-03-13,1000,10451,GRAND CONCOURSE,2002822,204,,59,ELCTR,2018-03-16,I2,2018-03-15,2024-05-29
1337597,CLOSED,2012-11-16,267,10012,LAFAYETTE STREET,1007524,102,,05,MAN.,2013-03-19,I2,2013-03-18,2024-05-29
2186584,CLOSED,2013-06-21,1120,10460,WYATT STREET,2028350,206,,4F,SCFLD,2013-06-21,A8,2013-06-13,2024-05-29
1440491,CLOSED,2017-01-04,301,10010,EAST 21 STREET,1020543,106,,45,MAN.,2017-02-01,C2,2017-02-01,2024-05-29
3587294,CLOSED,2017-01-05,805,11213,SAINT MARKS AVENUE,3341622,308,,58,BOILR,2017-01-23,I2,2017-01-21,2024-05-29
2233413,CLOSED,2016-09-29,3810,10463,BAILEY AVENUE,2016000,208,,54,BRONX,2016-10-05,I1,2016-10-05,2024-05-29
2233415,CLOSED,2016-09-29,3810,10463,BAILEY AVENUE,2016000,208,,05,BRONX,2016-10-05,I2,2016-10-05,2024-05-29
2179321,CLOSED,2012-11-18,1225,10472,WHITE PLAINS ROAD,2024877,209,,63,ELEVR,2013-03-04,H1,2013-03-01,2024-05-29
3430045,CLOSED,2012-11-23,805,11213,ST MARKS AVENUE,3341622,308,,62,ELEVR,2012-11-29,A1,2012-11-23,2024-05-29
3430081,CLOSED,2012-11-23,805,11213,ST MARKS AVENUE,3341622,308,,63,ELEVR,2012-12-19,H1,2012-12-19,2024-05-29
1337956,CLOSED,2012-11-24,105,10030,EDGECOMB AVENUE,1060908,110,,63,ELEVR,2014-02-11,A1,2014-02-03,2024-05-29
4591486,CLOSED,2014-06-20,37-24,11372,84 STREET,4431435,403,,05,QNS.,2014-09-03,A8,2014-09-02,2024-05-29
2179544,CLOSED,2012-11-26,1223,10472,WHITEPLAINS ROAD,2024878,209,,63,ELEVR,2012-12-12,H1,2012-12-10,2024-05-29
1374156,CLOSED,2014-06-20,80,10032,ST NICHOLAS PLACE,1061187,109,,05,MAN.,2014-08-25,C2,2014-08-24,2024-05-29
1374168,CLOSED,2014-06-20,80,10032,ST NICHOLAS PLACE,1061187,109,,05,MAN.,2014-08-25,C2,2014-08-24,2024-05-29
2199707,CLOSED,2014-06-20,1225,10472,WHITE PLAINS ROAD,2024877,209,,66,PLUMB,2014-07-21,C2,2014-07-18,2024-05-29
1440668,CLOSED,2017-01-06,326,10014,BLEECKER STREET,1010044,102,,83,MAN.,2017-01-09,H1,2017-01-09,2024-05-29
2272782,CLOSED,2018-12-07,2664,10458,GRAND CONCOURSE,2017132,207,,1X,BRONX,2018-12-08,I2,2018-12-08,2024-05-29
3430456,CLOSED,2012-11-27,805,11213,ST MARKS AVENUE,3341622,308,,63,ELEVR,2012-12-19,H1,2012-12-19,2024-05-29
2179670,CLOSED,2012-11-29,1223,10472,WHITE PLAINS ROAD,2024878,209,,63,ELEVR,2012-12-12,H1,2012-12-10,2024-05-29
3430628,CLOSED,2012-11-29,58,11226,LINDEN BOULEVARD,3116712,314,,62,ELEVR,2012-11-30,A1,2012-11-29,2024-05-29
2179694,CLOSED,2012-11-30,1223,10472,WHITE PLAINS ROAD,2024878,209,,63,ELEVR,2012-12-12,H1,2012-12-10,2024-05-29
1338431,CLOSED,2012-11-30,2001,10029,3 AVENUE,1052445,111,,84,FEU,2013-10-26,I2,2013-10-25,2024-05-29
3430803,CLOSED,2012-12-01,805,11213,SAINT MARK'S AVENUE,3341622,308,,63,ELEVR,2012-12-19,I2,2012-12-19,2024-05-29
1374617,CLOSED,2014-06-26,225,10011,WEST 23 STREET,1014148,104,,66,PLUMB,2014-06-26,I2,2014-06-26,2024-05-29
1374626,CLOSED,2014-06-26,225,10011,WEST 23 STREET,1014148,104,,1Z,EXEC,2014-06-26,I2,2014-06-26,2024-05-29
2179823,CLOSED,2012-12-04,1223,10472,WHITE PLAINS ROAD,2024878,209,,63,ELEVR,2012-12-12,H1,2012-12-10,2024-05-29
2237790,CLOSED,2017-01-09,1505,10452,GRAND CONCOURSE,2008010,204,,63,ELEVR,2017-01-11,I2,2017-01-11,2024-05-29
2175803,CLOSED,2012-07-28,1235,10452,GRAND CONCOURSE,2002849,204,,04,ERT,2012-12-05,I2,2012-12-04,2024-05-29
2179886,CLOSED,2012-12-05,1223,10472,WHITE PLAINS ROAD,2024878,209,,62,ELEVR,2012-12-12,A1,2012-12-10,2024-05-29
4592689,CLOSED,2014-07-01,119-37,11415,METROPOLITAN AVENUE,4192752,409,,63,ELEVR,2014-09-19,A1,2014-09-19,2024-05-29
3484452,CLOSED,2014-07-01,58,11226,LINDEN BOULEVARD,3116712,314,,63,ELEVR,2015-02-11,H1,2015-02-10,2024-05-29
2179944,CLOSED,2012-12-06,1223,10472,WHITE PLAINS ROAD,2024878,209,,63,ELEVR,2012-12-12,H1,2012-12-10,2024-05-29
2180042,CLOSED,2012-12-10,1223,10472,WHITEPLAINS ROAD,2024878,209,,63,ELEVR,2012-12-12,H1,2012-12-10,2024-05-29
2180096,CLOSED,2012-12-11,2922,10458,GRAND CONCOURSE,2017622,207,,63,ELEVR,2013-04-11,I2,2013-04-09,2024-05-29
2179639,CLOSED,2012-11-28,1221,10472,WHITE PLAINS ROAD,2024878,209,,63,ELEVR,2012-12-12,H1,2012-12-10,2024-05-29
2200415,CLOSED,2014-07-09,2701,10458,VALENTINE AVENUE,2017136,207,,37,SCFLD,2014-07-10,I2,2014-07-10,2024-05-29
3419407,CLOSED,2012-07-26,175,11225,HAWTHORNE STREET,3115582,309,,80,ELEVR,2012-12-17,I2,2012-08-30,2024-05-29
2180303,CLOSED,2012-12-18,3810,10463,BAILEY AVENUE,2016000,208,,4A,SPOPS,2013-04-30,A8,2013-04-26,2024-05-29
1375719,CLOSED,2014-07-13,220,10011,WEST 24 STREET,1014159,104,,65,MAN.,2014-07-14,I2,2014-07-14,2024-05-29
1371435,CLOSED,2014-05-13,80,10032,ST NICHOLAS PLACE,1061187,109,,09,MAN.,2014-07-15,I2,2014-07-14,2024-05-29
1375847,CLOSED,2014-07-15,220,10011,WEST 24 STREET,1014159,104,,65,PLUMB,2014-07-16,I2,2014-07-15,2024-05-29
2178315,CLOSED,2012-10-13,2526,10467,BRONX PARK EAST,2051276,211,,63,ELEVR,2012-12-24,H1,2012-12-03,2024-05-29
1376070,CLOSED,2014-07-17,552,10033,WEST 185 STREET,1063766,112,,05,MAN.,2014-09-12,C2,2014-09-11,2024-05-29
2200829,CLOSED,2014-07-18,2125,10462,HOLLAND AVENUE,2048797,211,,05,BRONX,2014-09-15,I2,2014-09-13,2024-05-29
3416485,CLOSED,2012-06-27,777,11213,ST MARKS AVENUE,3324476,308,,63,ELEVR,2013-01-02,A1,2013-01-02,2024-05-29
2180516,CLOSED,2012-12-28,2526,10467,BRONX PARK EAST,2051276,211,,63,ELEVR,2013-01-15,I2,2013-01-14,2024-05-29
2179075,CLOSED,2012-11-08,2125,10462,HOLLAND AVENUE,2048797,211,,63,ELEVR,2013-01-16,H1,2013-01-04,2024-05-29
2170162,CLOSED,2012-03-05,1939,10453,GRAND CONCOURSE,2007683,205,,45,BRONX,2013-01-17,A8,2013-01-12,2024-05-29
3427153,CLOSED,2012-10-17,95,11226,LINDEN BOULEVARD,3116662,317,,63,ELEVR,2013-01-29,A1,2013-01-29,2024-05-29
2201035,CLOSED,2014-07-23,2185,10453,GRAND CONCOURSE,2013760,205,,05,BRONX,2014-09-05,I2,2014-09-04,2024-05-29
2176764,CLOSED,2012-08-26,1505,10452,GRAND CONCOURSE,2008010,204,,63,ELEVR,2013-02-07,H1,2013-02-05,2024-05-29
2247643,CLOSED,2017-08-04,2125,10462,HOLLAND AVENUE,2048797,211,,63,ELEVR,2017-08-21,A8,2017-08-20,2024-05-29
2201077,CLOSED,2014-07-24,1560,10461,SILVER STREET,2044129,210,,30,ERT,2014-07-25,A8,2014-07-25,2024-05-29
2174054,CLOSED,2012-06-11,1227,10472,WHITE PLAINS ROAD,2024877,209,,63,ELEVR,2013-03-04,I2,2013-03-01,2024-05-29
4595013,CLOSED,2014-07-25,105-38,11375,63 DRIVE,4432058,406,,4F,SCFLD,2014-07-31,L2,2014-07-30,2024-05-29
1376688,CLOSED,2014-07-25,265,10012,LAFAYETTE STREET,1007524,102,,04,ERT,2014-07-28,H1,2014-07-28,2024-05-29
2199386,CLOSED,2014-06-13,2704,10463,KINGSBRIDGE TERRACE,2015504,208,,45,BRONX,2014-08-02,I2,2014-07-30,2024-05-29
3416526,CLOSED,2012-06-28,777,11213,ST MARKS AVENUE,3324476,308,,09,BKLYN,2013-03-29,I2,2013-03-27,2024-05-29
2171460,CLOSED,2012-04-11,1000,10451,GRAND CONCOURSE,2002822,204,,73,BRONX,2013-05-07,I2,2013-04-16,2024-05-29
2201134,CLOSED,2014-07-25,3620,10463,OXFORD AVENUE,2124437,208,,05,BRONX,2014-07-30,A8,2014-07-29,2024-05-29
1322782,CLOSED,2012-04-16,558,10032,WEST 164 STREET,1062935,112,,63,ELEVR,2013-05-14,A1,2013-05-13,2024-05-29
3432664,CLOSED,2012-12-27,369,11238,WASHINGTON AVENUE,3341955,302,,4A,SPOPS,2014-11-05,K1,2014-11-04,2024-05-29
1377353,CLOSED,2014-08-05,1274,10029,5 AVENUE,1051595,111,,04,ERT,2014-08-05,I2,2014-08-05,2024-05-29
3588088,CLOSED,2017-01-12,1500,11213,CARROLL STREET,3038023,309,,4B,SEP,2020-03-25,I2,2020-03-23,2024-05-29
1323906,CLOSED,2012-05-01,105,10030,EDGECOMBE AVENUE,1060908,110,,45,MAN.,2012-07-13,A8,2012-07-12,2024-05-29
2237997,CLOSED,2017-01-13,225,10463,WEST 232 STREET,2083557,208,,10,ERT,2017-01-14,I2,2017-01-13,2024-05-29
3422570,CLOSED,2012-08-28,777,11213,ST MARKS AVENUE,3324476,308,,59,ERT,2012-08-28,A8,2012-08-28,2024-05-29
2201726,CLOSED,2014-08-10,940,10451,GRAND CONCOURSE,2002814,204,,63,ELEVR,2014-08-27,I2,2014-08-26,2024-05-29
2274749,CLOSED,2019-01-22,1779,10460,SOUTHERN BOULEVARD,2115902,203,,6S,ELEVR,2019-03-04,I2,2019-03-03,2024-05-29
1377748,CLOSED,2014-08-12,513,10009,EAST 13 STREET,1005262,103,,77,SPOPS,2014-10-14,I2,2014-10-10,2024-05-29
1370467,CLOSED,2014-04-29,471,10040,AUDUBON AVENUE,1063852,112,,58,BOILR,2014-08-28,C2,2014-08-22,2024-05-29
1505643,CLOSED,2019-03-29,214,10011,WEST 24 STREET,1014159,104,,5H,OBM,2019-03-29,I2,2019-03-29,2024-05-29
1505644,CLOSED,2019-03-29,221,10011,WEST 23 STREET,1014148,104,,5H,OBM,2019-03-29,I2,2019-03-29,2024-05-29
1378111,CLOSED,2014-08-18,220,10011,WEST 24 STREET,1014159,104,,05,MAN.,2014-10-06,I2,2014-10-04,2024-05-29
1378159,CLOSED,2014-08-18,512,10031,WEST 136 STREET,1059803,109,,30,ERT,2017-03-08,Y2,2017-03-08,2024-05-29
